deduce,निगमन करना,,,
deep drawing,गभीर कर्षण,,,
defined mineral,सुनिश्चित खनिज,,,
deflagration,उदहन,,,
deflection,1. विक्षेप 2. विक्षेपण,,,
deflocculation,विऊर्णन,,,
deformation,विरूपण,,,
degeneracy criterion,अपभ्रष्टता निकष,,,
degeneration,1. अपभ्रंशन 2. अपहासन,,,
degradation,"1. निम्नीकरण,निम्नन 2. तलावचन 3. अवकर्षण",,,
degree of accuracy,यथार्थता की मात्रा,,,
degree of dissociation,वियोजन मात्रा,,,
degree of freedom,स्वातंत्र्य कोटि,,,
dehumidification,निराद्रीकरण,,,
dehydrating agent,निर्जलन कर्मक,,,
deionising potential,विआयनकारी विभव,,,
delayed fluorescence,विलंबित प्रतिदीप्ति,,,
deliquescence,प्रस्वेदन,,,
delustering,अपद्युतीयन,,,
demagnetisation,विचुंबकन,,,
Demjanov rearrangement,डेमेनॉफ पुनर्विन्यास,,,
demorphism,विरूपता,,,
demulsification,विपायसन,,,
denaturation,"विकृतीकरण,विकृतियन",,,
dense medium,सघन माध्यम,,,
densitometer,प्रकाश घनत्वमापी,,,
density,1. घनत्व 2. सघनता,,,
deodorisation,निर्गन्धीकरण,,,
deoxidation,विऑक्सीकरण,,,
depletion,अनवक्षय,,,
depolymerization,विबहुलकन,,,
deposition,निक्षेपण,,,
depression,1. अवनमन 2. गर्त 3. अवसाद,,,
derivation,"व्युत्पत्ति,व्युत्पन्न",,,
desaccharification,विशर्करण,,,
desalination,विलवणन,,,
descaling,विशल्कन,,,
descending,"अवरोही,अवरोहण",,,
desiccation,जलशुष्कन,,,
desiccator,जलशुष्कित्र,,,
desorption,विशोषण,,,
destructive distillation,भजक आसवन,,,
detection,संसूचन,,,
detergent,अपमार्जक,,,
determination,निर्धारण,,,
detonation,अधिस्फोटन,,,
detoxification,निराविषीकरण,,,
deuterium,ड्यूटीरियम,,,
deviation,विचलन,,,
device,युक्ति,,,
dew point hygrometer,ओसांक आर्द्रतामापी,,,
dextrorotatory stereoisomer,दक्षिणध्रुवण-घूर्णक त्रिविम समावयवी,,,
diabasic,द्विक्षारकी,,,
diad axis,दविक अक्ष,,,
diagnostic mineral,नैदानिक खनिज,,,
diagonal,विकर्ण,,,
diagram,आरेख,,,
diagrammatic method,आरेखी विधि,,,
dialysis,अपोहन,,,
diamagnetic,प्रतिचुंबकीय,,,
diamagnetics,1. प्रतिचुंबकत्व विज्ञान 2. प्रतिचुंबकीय पदार्थ,,,
diamond,"हीरक, हीरा",,,
dianions,द्विऋणायन,,,
diatomic molecule,द्विपरमाणुक अणु,,,
diazo reaction,डाइऐजो अभिक्रिया,,,
diazonium salt,डाइऐजोनियम लवण,,,
dibasic acid,विक्षारकीय अम्ल,,,
dichroism,द्विवर्णता,,,
die,"रूपदा, ठप्पा",,,
die casting,रूपदा संचकन,,,
dielectric constant,परावैद्युतांक,,,
dielectric peremeability,परावैद्युत चुंबकशीलता,,,
differential,"1. विभेदक, विभेदी 2. अवकल",,,
differential isotope method,विभेदी समस्थानिक विधि,,,
differentiation,विभेदन,,,
diffusion,विसरण,,,
digit,अंक,,,
dilatometric method,विस्फारमितीय विधि,,,
diluent,तनुकारी,,,
dilution,"तनूकरण,तनुता",,,
dimension,1. विस्तार लंबाई चौड़आई 2. विमा,,,
dimensionless,"विमाहीन,अविम",,,
dimer,द्वितय,,,
dimorphism,द्विरूपता,,,
dinuclear aromatics,द्विनाभिकीय ऐरोमैटिक यौगिक,,,
dinuclear structure,द्विनाभिकीय संरचना,,,
dip,"1. नमन,नति 2. निमज्जन",,,
dip angle,नति कोण,,,
dipolar molecule,द्विध्रुवी अणु,,,
dipole association,द्विध्रुव संगुणन,,,
dipole moment,द्विध्रुव आघूर्ण,,,
direct decomposition,"प्रत्यक्ष अपघटन,सीधा अपघटन",,,
direct dye,स्वतः रंजक,,,
direct reading instrument,प्रत्यक्ष पाठी यंत्र,,,
directed valency,दिष्ट संयोजकता,,,
directional bond,दिशिक आबंध,,,
directionalism,दैशिकता,,,
directly proportional,अनुक्रमानुपाती,,,
disagglomeration,विसंपिंडन,,,
disc (disk),डिस्क,,,
discharge,विसर्जन,,,
discrepancy,विसंगति,,,
discrete,विविक्त,,,
disinfection,विसंक्रमण,,,
disintegration,विघटन,,,
dislocation,1. प्रभ्रंश २.विस्थापन 3. संधिच्युति,,,
disorder,"1. अव्यवस्था,व्यतिक्रम 2. विकार",,,
dispersion,परिक्षेपण,,,
dispersive medium,परिक्षेपी माध्यम,,,
displacement,विस्थापन,,,
display,प्रदर्श,,,
disproportionation,असमानुपातन,,,
disrotation,विषमघूर्णन,,,
disruptive strength,विदारी सामर्थ्य,,,
dissipation,क्षय,,,
dissipation of energy,ऊर्जा क्षय,,,
dissociation,वियोजन,,,
dissymmetry,विसममिति,,,
distillation,आसवन,,,
distillery,आसवनी,,,
distortion,"विकृति,विरूपण",,,
distribution,"वितरण,वंटन",,,
distribution coefficient (partition coefficient),वितरण गुणांक (विभाजन गुणांक),,,
disturbance,विक्षोभ,,,
divalent ion,द्विसंयोजी आयन,,,
divergence,अपसरण,,,
divisible,"भाज्य,विभाज्य",,,
doctrine,वाद,,,
dominant,प्रमुख,,,
Donnan membrane equilibrium,डोनन झिल्ली साम्य,,,
donor,दाता,,,
double,"द्वि,द्विगुण,द्विक,दोहरा",,,
double bond,द्विक् आबंध,,,
double decomposition,द्विक अपघटन,,,
double isomorphism,द्विसमाकृतिकता,,,
doublet,द्विक,,,
downward,अधोमुखी,,,
drag ratio,संकर्षण अनुपात,,,
drainage,"1. अपवाह तंत्र,अपवाह 2. जलनिकास",,,
drawing,"1. आरेखन,ड्राइंग 2. कर्षण",,,
drift,1. अपवाह 2. अपोढ़ 3. ड्रिफ्ट (खनन) 4. विस्थापन,,,
drift deposit,अपोढ़ निक्षेप,,,
drift mobility,अपवाह गतिशीलता,,,
driving force,"प्रेरक बल,परिचालन बल",,,
drop,"1. बूंद,बिंदु 2. पात",,,
drop electrode,पाती इलैक्ट्रोड,,,
droplet,बिंदुक,,,
dropping mercury electrode,बिंदुपाती पारद इलैक्ट्रोड,,,
dry distillation,शुष्क आसवन,,,
dry ice (drikold),"सूखी बर्फ,ठोस कार्बनडाइऑक्साइड",,,
dual,द्वैत,,,
dual site mechanism,द्वैत स्थल क्रियाविधि,,,
dual theory of catalysis,द्वैत उत्प्रेरण सिद्धांत,,,
dualization,द्वैतीकरण,,,
ductility,तन्यता,,,
dull,"1. मंद 2. द्युतिहीन,निष्प्रभ",,,
Dulong and Petit law,डयूलाँ-पेती नियम,,,
dust,"धूल,धूलि",,,
dusting agent,धूलि कर्मक,,,
dyad,द्विसंयुज,,,
dye,रंजक,,,
dynamic viscosity,गतिक श्यानता,,,
Ee,,,,
earth,"1. भू-. पृथ्वी भूमि 2 मृदा; मिट्टी 3. भूसंपर्कित करना, भूसंपर्क करना (क्रि.)",,,
earth crust,भू-पर्पटी,,,
earth sciences,भौमिकी,,,
easily soluble,सुविलेय,,,
eccentricity,उत्केंद्रता,,,
ecology,पारिस्थितिकी,,,
eddy diffusion,भँवर विसरण,,,
edge dislocation,कोर प्रभ्रंश,,,
effective,प्रभावी,,,
effective half life,प्रभावी अर्धायु,,,
effervescence,"बुबुन ,बुदबुदाहट",,,
efficiency,दक्षता,,,
efflorescence,"उत्फुल्लन ,लोनीयन",,,
effusion,निस्सरण,,,
Einstein mass- energy relation,आइन्स्टाइन द्रव्यमान- ऊर्जा संबंध,,,
einsteinium (AtNo. 99),आइन्स्टीनियम (प. क्र. 99 ),,,
ejection,उत्क्षेपण,,,
elastic deformation,प्रत्यास्थ विरूपण,,,
elasticity,प्रत्यास्थता,,,
electric discharge,विद्युत विसर्जन,,,
electric precipitation (electrostatic precipitation),विद्युत् अवक्षेपण (स्थिर वैद्युत् अवक्षेपण),,,
electrical conductivity,विद्युतीय चालकता,,,
electrified particle,विद्युतीकृत कण,,,
electroaffinity,वैद्युत् बंधुता,,,
electrochemical series,वैद्युतरासायनिक श्रेणी,,,
electrode reactance,इलैक्ट्रोड प्रतिघात,,,
electrodeposition,वैद्युतनिक्षेपण,,,
electrodialysis,वैद्युतपोहन,,,
electroforming,वैद्युतअभिरूपण,,,
electrogravimetric analysis,वैद्युतभारमितीय विश्लेषण,,,
electrolysis,वैद्युतअपघटन,,,
electrolyte,वैद्युतअपघट्य,,,
electrolytic refining,वैद्युतअपटनी परिष्करण,,,
electromagnetics .,वैद्युतचुंबकिकी,,,
electrometric titration,वैद्युतमितीय अनुमापन,,,
electron spectroscopy,इलेक्ट्रॉन स्पेक्ट्रमिकी,,,
electron microscope,इलेक्ट्रॉन सूक्ष्मदर्शी,,,
electron octet,इलेक्ट्रॉन अष्टक,,,
electron spin,इलेक्ट्रॉन प्रचक्रण,,,
electron transition,इलेक्ट्रॉन संक्रमण,,,
electronegative,"ऋण वैद्युत,विद्युत् ऋणात्मक",,,
electroneutral,विद्युत उदासीन,,,
electronic configuration,इलेक्ट्रॉनिक विन्यास,,,
electronic spin,इलेक्ट्रॉनिक प्रचक्रण,,,
electronic sublevel,इलेक्ट्रॉनिक उपस्तर,,,
electronics,इलेक्ट्रॉनिकी,,,
electrophilic,इलेक्ट्रॉनरागी,,,
electrophoresis,वैद्युत कण संचलन,,,
electroplating,वैद्युतलेपन,,,
electropositive,"विद्युत् धनात्मक,धन विद्युत्",,,
electrostatic attraction,स्थिरवैद्युत आकर्षण,,,
electrostatics,स्थिरवैद्युतिकी,,,
electrovalency,वैद्युतसंयोजकता,,,
electrovalent bond,वैद्युतसंयोजी आबंध,,,
elementary,1. प्रारंभिक 2. तात्विक,,,
elevation of boiling point,क्वथनांक उन्नयन,,,
elimination,निराकरण,,,
ellipse,दीर्घवृत्त,,,
ellipsoid,दीर्घवृत्तज,,,
elliptical polarisation,दीर्घवृत्तीय ध्रुवण,,,
elongation,1. दीर्घन 2. दैर्ध्यवृद्धि,,,
elutriation,घावपृथकन,,,
emanating,प्रसर्जन,,,
embedded,अंतःस्थापित,,,
embossing,उच्चित्रण,,,
embrittlement,भंगुरता,,,
emergence,निर्गमन,,,
emergent ray,निर्गत किरण,,,
emission,उत्सर्जन,,,
emission frequency,उत्सर्जन आवृत्ति,,,
empirical,आनुभविक,,,
empirical formula,मूलानुपाती सूत्र,,,
empirical representation,आनुभाविक निरूपण,,,
emulsification,पायसीकरण,,,
emulsion,"पायस,इमल्शन",,,
emulsoid,पायसाभ,,,
enantiomorphism,प्रतिबिंबरूपता,,,
enantiotropy,उत्क्रम्यरूपता,,,
end error,अंत्य त्रुटि,,,
end point,अंत्य बिंदु,,,
end product,"अंतिम उत्पाद,अंत्य उत्पाद",,,
endergonic reaction,ऊर्जाशोषी अभिक्रिया,,,
endoisomer,अंतःसमावयवी,,,
endomorphism,अंतःरूपता,,,
endothermic,ऊष्माशोषी,,,
energized molecule,ऊर्जित अणु,,,
energy,ऊर्जा,,,
energy of activation,सक्रियण ऊर्जा,,,
engineering,"अभियांत्रिकी,इंजीनियरी",,,
engraving,"उत्कीर्णन ,नक्काशी",,,
enhancement,संवृद्धि,,,
enlargement,विवर्धन,,,
enrichment,समृद्धि,,,
enthalpy gradient,एन्थैल्पी प्रवणता,,,
entrainment,संरोहण,,,
entropy of polymerisation,बहुलकन एन्ट्रॉपी,,,
environment,पर्यावरण,,,
environmental corrosion,पर्यावरणी संक्षारण,,,
enzymatic reaction,एन्जाइमी अभिक्रिया,,,
enzyme,"एन्जाइम,प्रकिण्व",,,
enzymology,"एन्जाइम विज्ञान,एन्जाइमिकी",,,
epicentre,अधिकेंद्र,,,
epimerisation,एपीमरीकरण,,,
epithermal deposit,अल्पतापीय निक्षेप,,,
epithermal energy,अधितापीय ऊर्जा,,,
equality,1. समता 2. समिका,,,
equalization,समकरण,,,
equalizing solvent,समकारी विलायक,,,
equation,समीकरण,,,
equation of state,अवस्था समीकरण,,,
equidistant,समदूरस्थ,,,
equilateral configuration,समबाहु विन्यास,,,
equilibrium,"1. साम्य,2. संतुलन",,,
equilibrium conformation,साम्य संरूपण,,,
equipartition of energy,ऊर्जा समविभाजन,,,
equipment,उपस्कर,,,
equivalence,तुल्यता,,,
equivalent,1. तुल्य 2. तुल्यांक,,,
equivalent weight,तुल्यांकी भार,,,
erosion,अपरदन,,,
error,"त्रुटि,अशुद्धि",,,
eruption,"उद्गार,उगिरण",,,
essential,"1. सारभूत,अनिवार्य 2. सगंध",,,
essential amino acid,अनिवार्य ऐमीनो अम्ल,,,
essential oil,"वाष्पशील तेल,सगंध तेल",,,
estimation,आकलन,,,
etching,निक्षारण,,,
etheral type,ईथरी प्ररूप,,,
ethyl orange,एथिल नारंग,,,
ethyne,एथाइन,,,
eudiometer,गैस आयतनमापी,,,
eutectic,"गलनक्रांतिक,यूटेक्टिक",,,
eutectic mixture,गलनक्रांतिक मिश्रण,,,
evaporation,उद्वाष्पन,,,
even number,सम संख्या,,,
even sized,सम आमापी,,,
exact,"यथातथ,बिल्कुल ठीक",,,
excavation,उत्खनन,,,
excentricity,उत्केंद्रता,,,
excess,"आधिक्य,अतिरिक्त",,,
excess electron,अतिरिक्त इलेक्ट्रॉन,,,
excess reactivity,आधिक्य अभिक्रियाशीलता,,,
exchanger,1. विनिमायक 2. विनिमायित्र,,,
excitation,उत्तेजन,,,
exclusion chromatography,अपवर्जन वर्णलेखिकी,,,
exhaust pipe,निर्वातक पाइप,,,
exhaustion,"1. निर्वातन,रेचन,बाहर निकालना,2. समापन",,,
exit,निर्गम,,,
exothermic reaction,ऊष्माक्षेपी अभिक्रिया,,,
expansion,"प्रसार,प्रसरण",,,
experimental basis,प्रायोगिक आधार,,,
explosion,विस्फोट,,,
explosive compound,विस्फोटी यौगिक,,,
exponent,चरघातांक,,,
exposure,"1. अनावरण 2. उद्भासन,उच्छादन",,,
expression,"1. व्यंजक 2. मुखाकृति ,भावाकृति 3. अभिव्यक्ति",,,
extensive property,विस्तारी गुणधर्म,,,
extinction,विलोपन,,,
extraction,निष्कर्षण,,,
extractive metallurgy,निष्कर्षण-धातुकर्मिकी,,,
extranuclear electron,बहिर्नाभिक इलेक्ट्रॉन,,,
extrapolation,बहिर्वेशन,,,
extreme,1. अत्यंत अंत 2. चरम,,,
extrinsic conductivity,बहिर्जात चालकता,,,
extrusion,उत्सारण,,,
exudation,निःस्रवण,,,
Ff,,,,
fabrication,संविरचन,,,
face,"1. फलक,पार्श्व 2. अंताग्र (खनन) 3. चेहरा,आनन",,,
face centered lattice,फलक केंद्रित जालक,,,
factor,1. कारक 2. गुणनखंड 3. गुणक,,,
fade,म्लानन,,,
Fahrenheit scale,फारेनहाइट तापक्रम,,,
faithful representation,यथातथ निरूपण,,,
falling sphere viscometer,पाती गोलक श्यानतामापी,,,
false hypothesis,मिथ्या परिकल्पना,,,
far infrared,सुदूर अवरक्त,,,
far ultraviolet,सुदूर पराबैंगनी,,,
Faraday's law of electrolysis,फैराडे वैद्युतअपघटन नियम,,,
fast colour,पक्का रंग,,,
fast fission,द्रुत विखंडन,,,
fast neutron reactor,द्रुत न्यूट्रॉन रिऐक्टर,,,
fat solvent,वसा विलायक,,,
fatal dose,घातक मात्रा,,,
fatigue limit,श्रांति सीमा,,,
fatty acid,"वसा अम्ल,वसीय अम्ल",,,
faulty current,सदोष धारा,,,
fault displacement,भ्रंश विस्थापन,,,
feasibility,सुसंगतता,,,
febricide,ज्वरनाशी,,,
feedback,पुनर्भरण,,,
feeder,प्रभरक,,,
ferment,1. किण्व (सं.) 2. किण्वित करना (क्रि.),,,
fermentation technology,किण्वन प्रौद्योगिकी,,,
Fermi-Dirac statistics,फर्मी-डिराक सांख्यिकी,,,
ferriferous,लोहमय,,,
ferroalloy,फेरोमिश्रातु,,,
ferroelectric property,लोहविद्युत् गुणधर्म,,,
ferromagnetics,लोहचुंबकीय पदार्थ,,,
ferromagnetism,लोहचुंबकत्व,,,
ferruginous deposit,लोहमय निक्षेप,,,
fertilizer,उर्वरक,,,
fiber (fibre),रेशा,,,
fiber optics,रेशा प्रकाशिकी,,,
fibrous texture,रेशेदार संव्यूति,,,
fictitious compound,कल्पित यौगिक,,,
field gradient,क्षेत्र प्रवणता,,,
figure,1. अंक 2. आकृति,,,
filament,1. फिलामेंट 2. तंतु,,,
filamentous,फिलामेंटी,,,
fill,भरण,,,
filler metal,भरक धातु,,,
film forming compound,फिल्मकारी यौगिक,,,
filter,"1. फिल्टर,निस्यंदक 2. निस्पंदन",,,
final value,अंतिम मान,,,
fine chemicals,परिष्कृत रासायनिक पदार्थ,,,
fine grained structure,सूक्ष्मरेणुक संरचना,,,
fine particle,सूक्ष्म कण,,,
fine textured topography,सूक्ष्मसंव्यूत स्थलाकृति,,,
finely divided,सूक्ष्म विभाजित,,,
finely powdered,सूक्ष्म चूर्णित,,,
fineness,1. शुद्धता 2. सूक्ष्मता,,,
finished product,परिसज्जित उत्पाद,,,
finite,परिमित,,,
fire damp,विस्फोटी खनिगैस,,,
fire proof,अग्निसह,,,
fire resistant,अग्निरोधी,,,
firebrick,अग्निसह ईंट,,,
first order reaction,प्रथम कोटि अभिक्रिया,,,
Fischer-Tropsch synthesis,फिशर-ट्रॉप्श संश्लेषण,,,
fissile,विखंडनीय,,,
fission,विखंडन,,,
fission-fusion- fission bomb,विखंडन-संलयन- विखंडन बम,,,
fixed oil,अवाष्पशील तेल,,,
flake,पत्रक,,,
flame hardening,ज्वाला कठोरण,,,
flame photometric analysis,ज्वाला प्रकाशमितीय विश्लेषण,,,
flammability,ज्वलनशीलता,,,
flash,"स्फुर,क्षणदीप्ति",,,
flash photolysis,स्फुर प्रकाशअपघटन,,,
flashometer,स्फुरमापी,,,
flat plate,सपाट प्लेट,,,
flavour,सुरुचिक,,,
flexibility,"नम्यता,लचक,लचीलापन",,,
flexible molecule,नम्य अणु,,,
flexural rigidity,आनमनी दृढ़ता,,,
flexure,आनमन,,,
flicker,आस्फुरण,,,
floatation,प्लवन,,,
flocculation,ऊर्णन,,,
flow,प्रवाह,,,
flow chart,प्रवाह संचित्र,,,
flowability,प्रवाह्यता,,,
fluctuation,"उच्चावचन,घट बढ़,उतार चढ़आव",,,
fluid,तरल,,,
fluid mechanics,तरल यांत्रिकी,,,
fluidized bed reactor,तरलित संस्तर रिऐक्टर,,,
fluorescence,प्रतिदीप्ति,,,
fluorescent,प्रतिदीप्त,,,
fluorimetric analysis,प्रतिदीप्तमितीय विश्लेषण,,,
fluorination,फ्लुओरीनन,,,
fluorine dating,फ्लुओरीन काल निर्धारण,,,
flux,"1. अभिवाह,फ्लक्स 2. गालक",,,
flux density,अभिवाह घनत्व,,,
fluxing ore,गालकन अयस्क,,,
foaming,फेनन,,,
focal length,फोकस दूरी,,,
fog,"1. कुहरा,कूहा (सं.) 2. धूमिल करना,धूमिल होना (क्रि.)",,,
foil,"पन्नी,पर्णिका",,,
fold,1. वलन 2. बाड़आ,,,
forbidden' electronic transition,वर्जित इलेक्ट्रॉनिक संक्रमण,,,
force,बल,,,
forced configuration,प्रणोदित विन्यास,,,
forced recycling,प्रणोदित पुनश्चक्रण,,,
forecast,पूर्वानुमान,,,
foreign matter,विजातीय पदार्थ,,,
forensic chemistry,विधि रसायन,,,
formal valency,नियमनिष्ठ संयोजकता,,,
formality,1. फॉर्मलता 2. औपचारिकता 3. नियमनिष्ठता,,,
format,"संरूप,फॉर्मेट",,,
forming,1. संभवन 2. अभिरूपण,,,
formula,सूत्र,,,
forward,अग्र,,,
forward reaction,अग्र अभिक्रिया,,,
fossil fuel,जीवाश्मी ईंधन,,,
fossilization,जीवाश्मन,,,
foundry,"संचकनी,ढलाईशाला",,,
four fold symmetry,चतुर्गुण सममिति,,,
Fourier synthesis,फूरिये संश्लेषण,,,
fractional,1. भिन्नात्मक 2. प्रभाजी 3. आंशिक,,,
fractional distillation,प्रभाजी आसवन,,,
fractionation,प्रभाजन,,,
fracture,1. विभंग 2. विभंजन 3. अस्थिभंग,,,
fracture stress,विभंग प्रतिबल,,,
fragile,भंगुर,,,
fragment,खंड,,,
fragrance,सुरभि,,,
Fraunhofer spectrum,फ्राउनहोफर स्पेक्ट्रम,,,
free acid,मुक्त अम्ल,,,
free energy function,मुक्त ऊर्जा फलन,,,
free radical,मुक्त मूलक,,,
free running slag,मुक्तधावी धातुमल,,,
freezing mixture,हिमकारी मिश्रण,,,
freezing point,हिमांक,,,
frequency,1. आवृत्ति 2. बारंबारता,,,
frequency of occurrence,घटना बारंबारता,,,
Freundlich isotherm,फ्रॉयन्डलिक समताप वक्र,,,
friction,घर्षण,,,
frictional resistance,घर्षणी प्रतिरोध,,,
Friedel-Crafts synthesis,फ्रीडेल-क्राफ्ट्स संश्लेषण,,,
fritting,आगलन,,,
froth floatation,झाग प्लवन,,,
frozen,1. बद्धवत 2. हिमशीतित,,,
fuel efficiency,ईंधन दक्षता,,,
fulminating gold,स्फूर्जक स्वर्ण,,,
fumigation,धूमन,,,
fuming nitric acid,सधूम नाइट्रिक अम्ल,,,
function,1. प्रकार्य 2. फलन,,,
functional analysis,फलनिक विश्लेषण,,,
functional group,प्रकार्यात्मक समूह,,,
fundamental frequency,मूल आवृत्ति,,,
furnace,"भ्राष्ट्र,भट्टी",,,
fusion,1. संलयन 2. संगलन,,,
fusion bomb,संलयन बम,,,
fusion mixture,संगलन मिश्रण,,,
gain,1. लब्धि 2. लाभ,,,
gain bandwidth,लब्धि बैंडपृथुता,,,
galvanic corrosion,गैल्वैनी संक्षारण,,,
galvanised iron,"जस्ता चढ़आ लोहा,यशदलेपित लोहा",,,
gamma ray spectrometer,गामा किरण स्पेक्ट्रममापी,,,
gangue,"गैंग,अपअयस्क",,,
gap,"अंतराल,रिक्ति",,,
gas,गैस,,,
gas constant,गैस स्थिरांक,,,
gas degeneracy,गैसअपभ्रष्टता,,,
gas phase polymerisation,गैस प्रावस्था बहुलकन,,,
gaseous corrosion,गैसीय संक्षारण,,,
gaseous reductant,गैसीय अपचायक,,,
gas-liquid chromatography,गैस-द्रव वर्णलेखिकी,,,
gasoline additive,गैसोलीन योज्य,,,
gauge,1. प्रमाप 2. प्रमापी 3. गेज,,,
Gauss error,गाउस-त्रुटि,,,
Gay-Lussac law,गै-लुसैक नियम,,,
Geiger-Muller counter,गाइगर-मुलर गणित्र,,,
gel,जेल,,,
gel permeation chromatography,जेल पारगमन वर्णलेखिकी,,,
gelatinous precipitate,जिलेटिनी अवक्षेप,,,
general,"व्यापक,सामान्य",,,
general base catalysis,व्यापक क्षारक उत्प्रेरण,,,
generalised form,व्यापकीकृत रूप,,,
generation,1. पीढ़ई 2. उत्पादन 3. जनन,,,
geocentric,भूकेंद्रीय,,,
geochemical,भूरासायनिक,,,
geochemistry,भूरसायन,,,
geochronology,भूकालानुक्रम,,,
geomagnetism,भूचुंबकत्व,,,
geometric isomerism,ज्यामितीय समावयवता,,,
geometrical optics,ज्यामितीय प्रकाशिकी,,,
geometrical progression,गुणोत्तर श्रेढी,,,
geomorphology,भूआकृतिकी,,,
geophysics,भूभौतिकी,,,
ghost image,कपट प्रतिबिंब,,,
giant molecule,विशाल अणु,,,
Gibbs adsorption isotherm,गिब्ज अवशोषण समतापवक्र,,,
Gibbs-Helmholtz equation,गिब्ज-हैल्महोल्टज समीकरण,,,
glacial,1. हिमनदीय 2. ग्लैशल,,,
glacial acetic acid,ग्लैशल ऐसीटिक अम्ल,,,
glacial deposit,हिमनदीय निक्षेप,,,
glass electrode,कांच इलैक्ट्रोड,,,
glass transition temperature,कांच संक्रमण ताप,,,
glassy carbon electrode,कांचीय कार्बन इलैक्ट्रोड,,,
glazed,काचित,,,
glow,दीप्ति (सं); दीप्त (वि.),,,
glucometer,ग्लूकोजमापी,,,
glucose tolerance,ग्लूकोस सह्यता,,,
glycolysis,ग्लाइकॉल अपघटन,,,
gold amalgam,स्वर्ण अमलगम,,,
governor,अभिनियंत्रक,,,
grade,"श्रेणी,कोटि,क्रम",,,
gradient,प्रवणता,,,
grading,1. कोटि निर्धारण 2. श्रेणीयन,,,
graduated,अंशांकित,,,
grain,"1. रेणु दाना 2. अनाज,अन्न,धान्य 3. ग्रेन (मात्रक) 4. काष्ठ रेखा",,,
grain boundary,रेणु परिसीमा,,,
grain deformation,रेणु अपरुपण,,,
grain refining,रेणु परिष्करण,,,
grainy structure,कणी संरचना,,,
gram molecule,ग्राम अणु,,,
granular polymerisation,कणिकीय बहुलकन,,,
granularity,"कणिकामयता,कणिकता",,,
granulation,कणिकायन,,,
grape sugar,"द्राक्ष शर्करा,अंगूरी चीनी",,,
graph,"ग्राफ,आलेख",,,
graphite electrode,ग्रैफाइट इलैक्ट्रोड,,,
graphitic corrosion,ग्रैफाइटी संक्षारण,,,
gravimetric analysis,भारात्मक विश्लेषण,,,
gravimetry,भारमिति; गुरुत्वमिति,,,
gravitation,गुरुत्व,,,
gravitational force,गुरुत्वीय बल,,,
gray iron,धूसर लोहा,,,
grayness,धूसरता,,,
green,"1. हरा,हरित 2. अपक्व 3. नम (फाउन्ड्री)",,,
green vitriol,"हरा कसीस,हरित काचर",,,
greenish white,हरिताभ श्वेत,,,
grey (gray),धूसर,,,
grinding mill,पेषणी,,,
gross energy intake ,सकल ऊर्जा अंतर्ग्रहण,,,
ground glass,घर्षित कांच,,,
ground state,मूल अवस्था,,,
ground water,"भूजल,भौमजल",,,
grounded,भूसंपर्कित,,,
group property,समूह गुणधर्म,,,
grouping,समूहन,,,
growth factor,1. वृद्धि गुणक 2. वृदधि कारक,,,
guided missile,निर्देशित प्रक्षेपणास्त्र,,,
Guldberg and Waage law,गुलबेर्ग-वागे नियम,,,
gum mastic,गम मैस्टिक,,,
gyration,परिभ्रमण,,,
gyratory crusher,परिभ्रमी संदलित्र,,,
gyromagnetism,घूर्णचुंबकत्व,,,
gyroscope,घूर्णाक्षस्थापी,,,
Hh,,,,
hair line crack,केशीय दरार,,,
hairy,"रोयेंदार,रोमिल",,,
half bond,अर्ध आबंध,,,
half life,अर्धायु,,,
half order reaction,अर्ध कोटि अभिक्रिया,,,
halo effect,परिवेशी प्रभाव,,,
halochromic salt,लवणवर्णी लवण,,,
halogen carrier,हैलोजन वाहक,,,
halogenation,हैलोजनन,,,
halophilic,लवणरागी,,,
halophobe,लवणविरागी,,,
hammering,घनताडन,,,
handling device,प्रहस्तन युक्ति,,,
hard radiation,अतिवेधी विकिरण,,,
hard water,कठोर जल,,,
hardenability,कठोरणीयता,,,
hardness scale,कठोरता मापनी,,,
harmonic mean,हरात्मक माध्य,,,
haulage,दुलाई; कर्षण,,,
hazardous waste,संकटदायी अपशिष्ट,,,
head,"1. शीर्ष,सिर,शिर 2. दाबोच्चता",,,
head loss,दाबोच्चता हास,,,
heat,ऊष्मा,,,
heat bodied oil,तापकायित तेल,,,
heat content,अन्तर्निहित ऊष्मा,,,
heat of activation,सक्रियण ऊष्मा,,,
heat of dissocation,वियोजन ऊष्मा,,,
heat of formation,संभवन ऊष्मा,,,
heat of hydration,जलयोजन ऊष्मा,,,
heat of polymerisation,बहुलकन ऊष्मा,,,
heat of reaction,अभिक्रिया ऊष्मा,,,
heat of solvation,विलायकन ऊष्मा,,,
heat resistant,ऊष्मारोधी,,,
heat transfer coefficient,ऊष्मा अंतरण गुणांक,,,
heat treatment,ऊष्मा उपचार,,,
heavy chemicals,गुरु रसायन,,,
heavy isotope,भारी समस्थानिक,,,
heavy metals,भारी धातु,,,
heavy water reactor,भारी जल रिऐक्टर,,,
Heisenberg uncertainty principle,हाइजेनबर्ग अनिश्चितता सिदधांत,,,
Heitler-London theory,हाइटलर–लन्डन सिद्धांत,,,
helical structure,कुंडलिनी संरचना,,,
helix,"कुंडलिनी,हेलिक्स",,,
Helmholtz double layer,हेल्महोल्त्स द्विक परत,,,
