connector,अनुयोजक,संबंधक,,,,,,,,,,,,
consecutive,क्रमागत,,,,,,,,,,,,,
conservation,संरक्षी,,,,,,,,,,,,,
conservative,संरक्षी,,,,,,,,,,,,,
consistency,संगति,अवरोध ,गाढ़आपन,गाढ़ता,,,,,,,,,,
consistent,संगत,अविरोधी,,,,,,,,,,,,
consonance,संवादिता,,,,,,,,,,,,,
consonant (note),संवादी,,,,,,,,,,,,,
constancy,स्थिरता,,,,,,,,,,,,,
constant,नियत,स्थिर,अचर,अचल,अपरिवर्ती,एकसमान,,,,,,,,
constantan ,कॉन्स्टैन्टन,,,,,,,,,,,,,
constant drift,सतत प्रवाह,,,,,,,,,,,,,
constant of aberration,अपेरणांक,,,,,,,,,,,,,
constants of circuit,परिपथ के अभिलाक्षणिक,,,,,,,,,,,,,
constellation,तारा-मंडल,,,,,,,,,,,,,
constitution,रचना,संघटन,गठन,,,,,,,,,,,
constrained motion,व्यवरुद्ध गति,,,,,,,,,,,,,
constraint,व्यवरोध,,,,,,,,,,,,,
constriction,संकीर्णन,,,,,,,,,,,,,
constructive interference,संपोषी व्यतिकरण,,,,,,,,,,,,,
consumed energy,उपभुक्त ऊर्जा,,,,,,,,,,,,,
contact,संस्पर्श,संपर्क,स्पर्श,,,,,,,,,,,
contractor,संस्पर्शित्र,संपर्कक,,,,,,,,,,,,
contamination,संदूषण,,,,,,,,,,,,,
content,अंतर्वस्तु,अंश ,आधेय,,,,,,,,,,,
continuity,सातत्य,सातत्य,,,,,,,,,,,,
continuity of state,अवस्था-सातत्य,,,,,,,,,,,,,
continuous,संतत,अखंड,अविछिन्न,अविरत ,सतत,,,,,,,,,
continuum,सातत्यक,,,,,,,,,,,,,
contract,संकुचित करना,संकुचित होना (क्रि.),,,,,,,,,,,,
contracted,संकुचित,,,,,,,,,,,,,
contraction,संकुचन,,,,,,,,,,,,,
contraorbital direction,प्रतिकक्षीय दिशा,,,,,,,,,,,,,
contrarelated body,प्रतिसम्बन्धित पिंड,,,,,,,,,,,,,
contrast,विपर्यास,व्यतिरेक,,,,,,,,,,,,
control,नियंत्रण,,,,,,,,,,,,,
convection,संवहन,,,,,,,,,,,,,
convection term,संवहन-पद,,,,,,,,,,,,,
convective,संवहनी,,,,,,,,,,,,,
conventional atomic weight,रूढ़ परमाणु भार,,,,,,,,,,,,,
converge,अभिसरित करना,अभिसरित होना,,,,,,,,,,,,
convergence,अभिसरण,अभिसारिता,,,,,,,,,,,,
convergent lens,अभिसरणकारी लेन्स,,,,,,,,,,,,,
converse,विलोम,विपरीत,,,,,,,,,,,,
conversely,विलोमतः,,,,,,,,,,,,,
conversion,रूपांतरण,,,,,,,,,,,,,
converted,रूपान्तरित,,,,,,,,,,,,,
converter,परिवर्तक,,,,,,,,,,,,,
convertible lens,परिवर्तनीय लेन्स,,,,,,,,,,,,,
convex,उत्तल,,,,,,,,,,,,,
convexity,उत्तलता,,,,,,,,,,,,,
convexo-concave,उत्तलावतल,,,,,,,,,,,,,
convexo-convex,उभयोत्तल,,,,,,,,,,,,,
coolant,शीतक,,,,,,,,,,,,,
cooler,शीतक यंत्र,शीतित्र,,,,,,,,,,,,
Coolidge tube,कूलिज नलिका,,,,,,,,,,,,,
cooling,शीतन,,,,,,,,,,,,,
cooling agent,शीतक,,,,,,,,,,,,,
cooperative phenomenon,सहकारी परिघटना,,,,,,,,,,,,,
coordinate,निर्देशी,निर्देशांक,,,,,,,,,,,,
coordinate axis,निर्देशक अक्ष,,,,,,,,,,,,,
coplanar,समतलीय,,,,,,,,,,,,,
coplanarity,समतलीयता,,,,,,,,,,,,,
copy,प्रतिलिपिकरण,प्रतिलिपि,प्रति,,,,,,,,,,,
core,क्रोड,,,,,,,,,,,,,
core electron,क्रोडीय इलेक्ट्रॉन,,,,,,,,,,,,,
Coriolis acceleration,कोरिऑलिस त्वरण,,,,,,,,,,,,,
Coriolis force,कोरिऑलिस बल,,,,,,,,,,,,,
cornona,किरीट,कोरोना,,,,,,,,,,,,
Corona Australis,कोरोना ऑस्ट्रेलिस,,,,,,,,,,,,,
Corona Borealis,कोरोना बोरिएलिस,,,,,,,,,,,,,
coronal prominence,किरीटीय सौर ज्वाला,,,,,,,,,,,,,
corpuscle,कणिका,,,,,,,,,,,,,
corpuscular,कणिकामय,कणिका,,,,,,,,,,,,
correct,संशुद्ध,सही,,,,,,,,,,,,
corrected,संशोधित,,,,,,,,,,,,,
correction,संशुद्धि,संशोधन,,,,,,,,,,,,
Correlation,सहसंबंध,,,,,,,,,,,,,
correspond,संगत होना,तदनरूपी होना,,,,,,,,,,,,
correspondence principle,संगति-नियम,,,,,,,,,,,,,
Corresponding,संगत,,,,,,,,,,,,,
cosine law,कोसाइन नियम,,,,,,,,,,,,,
cosmic abundance,अंतरिक्षी बाहुल्य,,,,,,,,,,,,,
Cosmical,ब्रह्मांडीय,,,,,,,,,,,,,
cosmic burst,अंतरिक्ष किरणी प्रस्फोट,,,,,,,,,,,,,
cosmic ray,अंतरिक्ष किरण,कॉस्मिक किरण,,,,,,,,,,,,
cosmic shower,अंतरिक्ष किरणवर्षण,,,,,,,,,,,,,
cosmic space,अंतरिक्ष,,,,,,,,,,,,,
cosmological,ब्रह्मांडिकीय,,,,,,,,,,,,,
cosmology,ब्रह्मांडिकी,ब्रह्मांड-विज्ञान,,,,,,,,,,,,
Cosmonaut,अंतरिक्षयात्री,,,,,,,,,,,,,
Cosmonautics,अंतरिक्षयानिकी,,,,,,,,,,,,,
Cosmos,कॉसमस,ब्रह्मांड,,,,,,,,,,,,
Coulomb,कूलॉम,,,,,,,,,,,,,
Coulombic field,कूलॉमी क्षेत्र,,,,,,,,,,,,,
Coulometer,कूलॉमीटर,,,,,,,,,,,,,
Count,गिनती,गणना ,गणनांक ,काउंट,,,,,,,,,,
count down,अवगणनांक ,विलोम गणन,,,,,,,,,,,,
Counter,गणित्र ,काउंटर,फलक,,,,,,,,,,,
counter clockwise,वामावर्त,,,,,,,,,,,,,
counter current,विपरीत धारा ,प्रति प्रवाह,,,,,,,,,,,,
counter electromotive force,विरोधी विद्युतवाहक-बल,,,,,,,,,,,,,
counter measures,प्रतियुक्ति,,,,,,,,,,,,,
Counterpoise,प्रतितोल,धड़आ,,,,,,,,,,,,
counting rate,गणन-दर,,,,,,,,,,,,,
Counts,गणनांक,गणन-संख्या,गिनती,गणना,,,,,,,,,,
Couple,बल-युग्म,,,,,,,,,,,,,
coupled,युग्मित,,,,,,,,,,,,,
coupler,युग्मक,,,,,,,,,,,,,
coupling,युग्मन,,,,,,,,,,,,,
course,अभीष्ट दिशा ,पथ,मार्ग,,,,,,,,,,,
Covalence,सहसंयोजकता,,,,,,,,,,,,,
Covalency,सहसंयोजकता,,,,,,,,,,,,,
covalent,सहसंयोजक,,,,,,,,,,,,,
Covariance,सहप्रसरण,,,,,,,,,,,,,
Covariant,सहपरिवर्ती,,,,,,,,,,,,,
coverage,व्याप्ति क्षेत्र ,प्रसारण क्षेत्र,,,,,,,,,,,,
cover plate,आवरण-पट्टिका,,,,,,,,,,,,,
crackling noise,चटचटाहट,,,,,,,,,,,,,
creation rate (=generation rate),जनन दर,,,,,,,,,,,,,
Creep,मंद विरूपण,विसर्पण,,,,,,,,,,,,
Crest,शिखर,कलगी,,,,,,,,,,,,
Criterion,कसौटी,निकष,,,,,,,,,,,,
Critical,क्रांतिक,,,,,,,,,,,,,
criticality,क्रांतिकता,,,,,,,,,,,,,
crocodile clip,मकर क्लिप,,,,,,,,,,,,,
Crookes dark space,क्रुक्स का अदीप्त प्रदेश,,,,,,,,,,,,,
Cross,क्रॉस,संकर संकरण,,,,,,,,,,,,
cross band,क्रॉस बैंड,परस्पर संचार,,,,,,,,,,,,
cross colour interference,अप्रासंगिक वर्ण व्यक्तिकरण,,,,,,,,,,,,,
cross connection,क्रॉस संबंधन,,,,,,,,,,,,,
crossed field,क्रॉसित क्षेत्र,,,,,,,,,,,,,
crossed lens,अल्पतम विपथी लेन्स,,,,,,,,,,,,,
crossed product,तिर्यक् उत्पाद,,,,,,,,,,,,,
cross fire (=cross talk),अप्रासंगिक सिग्नल,,,,,,,,,,,,,
crossing of levels,तलों का अतिक्रमण,,,,,,,,,,,,,
cross-over area,संक्रमण क्षेत्र,,,,,,,,,,,,,
crossover frequencies,संक्रमण बिंदु,,,,,,,,,,,,,
crossover value,विनिमय मान,,,,,,,,,,,,,
cross product,वेक्टर-गुणनफल,सदिश गुणनफल,,,,,,,,,,,,
cross section,अनुप्रस्थ काट,अनुप्रस्थ परिच्छेद,,,,,,,,,,,,
cross term,गुणित पद,संकरपद,,,,,,,,,,,,
cross wire,क्रॉस तार,,,,,,,,,,,,,
crown optical glass,क्राऊन चाक्षुष काँच,क्राऊन प्रकाशिक काँच,,,,,,,,,,,,
Cryogen,शीतजन मिश्रण,,,,,,,,,,,,,
cryogenic electronics,निम्नताप इलेक्ट्रॉनिकी,,,,,,,,,,,,,
cryogenic,निम्नतापी,,,,,,,,,,,,,
cryogenic laboratory,निम्नतापिकी प्रयोगशाला,,,,,,,,,,,,,
Cryogenics,निम्रतापिकी,,,,,,,,,,,,,
cryoscope,हिमांकमापी,,,,,,,,,,,,,
Cryoscopic Constant,हिमांकमितीय स्थिरांक,,,,,,,,,,,,,
crystal,क्रिस्टल,,,,,,,,,,,,,
Crystalline,क्रिस्टलीय,रवेदार,,,,,,,,,,,,
crystallisation (=crystallization),क्रिस्टलन,क्रिस्टलीकरण,क्रिस्टलीभवन,,,,,,,,,,,
crystallographer,क्रिस्टल वैज्ञानिक,क्रिस्टल विज्ञानवेत्ता,,,,,,,,,,,,
Crystallographic,क्रिस्टल-संरचनात्मक,,,,,,,,,,,,,
Crystallographical,क्रिस्टल संरचनात्मक,,,,,,,,,,,,,
crystallography,क्रिस्टलिकी,क्रिस्टल विज्ञान,,,,,,,,,,,,
crystal translation operation (=lattice translation operation),जालक स्थानांतरण संक्रिया,,,,,,,,,,,,,
crystal whiskers,क्रिस्टल श्मश्रु,,,,,,,,,,,,,
Cube,घन,क्यूब,,,,,,,,,,,,
Cubic,घन,घनाकृति,घनीय,त्रिघात ,घनीय,त्रिसमलंबाक्ष,,,,,,,,
Cubical Cleavage,घनीय विदलन,,,,,,,,,,,,,
Cubicle,कक्षिका,,,,,,,,,,,,,
Cumulative,संचयी,,,,,,,,,,,,,
Curie constant,क्यूरी नियतांक,,,,,,,,,,,,,
Curie effect,क्यूरी प्रभाव,,,,,,,,,,,,,
Curic-point,क्यूरी बिन्दु,क्यूरी तापांक,क्यूरी विचुबकतांक,,,,,,,,,,,
curie (unit),क्यूरी,,,,,,,,,,,,,
current,धारा,,,,,,,,,,,,,
current element,धारा का अल्पांश,,,,,,,,,,,,,
Curtailment,विरतीकरण,,,,,,,,,,,,,
Curvature,वक्रता,,,,,,,,,,,,,
Curve,वक्र,वक्र रेखा,,,,,,,,,,,,
Curved,वक्रित,,,,,,,,,,,,,
curved beam,वक्र दंड,,,,,,,,,,,,,
curved surface,वक्र पृष्ठ,,,,,,,,,,,,,
curve of growth,वृद्धि-वक्र,,,,,,,,,,,,,
Curvilinear,वक्ररेखी,,,,,,,,,,,,,
cut-off,छेदक अंतक ,छाड़न,,,,,,,,,,,,
cut off field,अंतक क्षेत्र,,,,,,,,,,,,,
cut off frequency,अंतक आवृत्ति,,,,,,,,,,,,,
cut off point,अंतकीय बिंदु,,,,,,,,,,,,,
cut off velocity,अंतकीय बिंदु वेग,,,,,,,,,,,,,
cut off voltage,अंतक वोल्टता,,,,,,,,,,,,,
Cutter,कर्तित्र,कर्तक,,,,,,,,,,,,
Cybernetics,साइबरनेटिक्स,,,,,,,,,,,,,
Cycle,चक्र,आवर्तन ,साइकिल,,,,,,,,,,,
cycle per second,साइकिल प्रति सेकंड,,,,,,,,,,,,,
cyclic,चक्रीय,चक्रिक,,,,,,,,,,,,
Cycling,चक्रण,,,,,,,,,,,,,
cycloidal pendulum,चक्रजीय लोलक,,,,,,,,,,,,,
Cyclotron,साइक्लोट्रॉन,,,,,,,,,,,,,
cyclotron frequency,साइक्लोट्रॉन आवृत्ति,,,,,,,,,,,,,
cylinder,बेलन,सिलिन्डर,,,,,,,,,,,,
Cylindrical,बलेनाकार,सिलिन्डराकार,बेलनी,सिलिन्डरी,,,,,,,,,,
cylindrical harmonics,सिलिंडरी हार्मोनिक,,,,,,,,,,,,,
damped,अवमंदित,,,,,,,,,,,,,
damped harmonic oscillation,अवमंदित सरल आवर्त दोलन,,,,,,,,,,,,,
Damping,अवमंदक,,,,,,,,,,,,,
Daniell cell,डेन्यल सेल,,,,,,,,,,,,,
dark,अदीप्त,,,,,,,,,,,,,
data processing,दत्त संसाधन,उपात्त संसाधन,न्यास संसाधन,,,,,,,,,,,
Daughter,विघटन उत्पादक,"दुहिता उत्पादत ,मूलज ,संतति",,,,,,,,,,,,
Davission Germer experiment,डैविसन गर्मर प्रयोग,,,,,,,,,,,,,
d .c. (=zero frequency component),डी. सी. (दिष्टधारा),,,,,,,,,,,,,
dead space,निष्क्रिय भाग,,,,,,,,,,,,,
dead spot,मूक स्थल,,,,,,,,,,,,,
de Broglie wave length,दे ब्राग्ली तरंग दैर्घ्य,,,,,,,,,,,,,
Debye charactristic temperature,डेबाई अभिलाक्षणिक ताप,,,,,,,,,,,,,
Debye length,डेबाई दैर्घ्य,डेबाई दूरी,,,,,,,,,,,,
Debye relaxation time,डेबाई-विश्रांति काल,,,,,,,,,,,,,
decay,क्षय,,,,,,,,,,,,,
decay constant,क्षयांक,,,,,,,,,,,,,
decelerating,मंदक,,,,,,,,,,,,,
deceleration,मंदन,,,,,,,,,,,,,
deceleration time,अभिविराम काल,,,,,,,,,,,,,
Decibel,डेसिबेल,,,,,,,,,,,,,
decibelmeter,डेसिबेलमापी,,,,,,,,,,,,,
Decimal,दशमलव,दशमिक,,,,,,,,,,,,
declassify,विवर्गीकरण,,,,,,,,,,,,,
declination,दिक्पात,क्रांति,उपक्रम,डिक्लिनेशन,,,,,,,,,,
declination circle,समक्रांतिक वृत्त,,,,,,,,,,,,,
Decoder,कूटवाचक,विकोडक,,,,,,,,,,,,
decomposition,अपघटन ,वियोजन,,,,,,,,,,,,
Decompression,विसंपीडन,,,,,,,,,,,,,
decontamination,विसंदूषण,,,,,,,,,,,,,
Decoration,अलंकरण,,,,,,,,,,,,,
Decoupling,वियुग्मन,,,,,,,,,,,,,
decreasing function,ह्रासमान फलन,,,,,,,,,,,,,
Decrement,अपक्षय,,,,,,,,,,,,,
Deemphasis,विप्रबलन,,,,,,,,,,,,,
deep level,अधस्थ तल,,,,,,,,,,,,,
dcep space,गहन अंतरिक्ष,,,,,,,,,,,,,
De-excitation,व्युत्तेजन,,,,,,,,,,,,,
Defect,दोष,त्रुटि,क्षति,कमी,,,,,,,,,,
Defective,सदोष,,,,,,,,,,,,,
Defensive,प्रतिरक्षा,,,,,,,,,,,,,
defining aperture,सीमक द्वारक,,,,,,,,,,,,,
definition,परिभाषा ,स्पष्टता ,निश्चय,,,,,,,,,,,
Deflect,विक्षेपित करना,,,,,,,,,,,,,
Deflecting,विक्षेपक,,,,,,,,,,,,,
Deflection,विक्षेप ,विक्षेपण,,,,,,,,,,,,
deflection defocussing,विक्षेपी विफोकसन,,,,,,,,,,,,,
deflection-doubling mirror,विक्षेप-द्विगुणन दर्पण,,,,,,,,,,,,,
deflection field,विक्षेपक क्षेत्र,,,,,,,,,,,,,
deflection of gravity,गुरुत्व-प्रभावित विक्षेप,,,,,,,,,,,,,
deflection plates,विक्षेप पट्टिकाएँ,,,,,,,,,,,,,
Defocussing,विफ़ओकसन,,,,,,,,,,,,,
deformability,विरूप्यता,,,,,,,,,,,,,
Deformation,विरूपण ,विकृति,,,,,,,,,,,,
degasification,विगैसन,,,,,,,,,,,,,
Degeneracy,अपभ्रष्टता,अपह्रास,,,,,,,,,,,,
Degenerate,अपभ्रष्ट होना (क्रि.),अपभ्रष्ट (सं.) ,अपह्रासित (वि.),,,,,,,,,,,
degenerate gas,अपभ्रष्ट गैस,,,,,,,,,,,,,
degeneration,अपभ्रंशन ,अपह्रासन,व्यपजनन,विपोषण,,,,,,,,,,
degenerative,वितोषी,,,,,,,,,,,,,
Degree,डिग्री,अंश ,परिमाण ,घात ,कोटि ,मात्रा,अंशांक,,,,,,,
degree of concentration,सांद्रता-मात्रा,,,,,,,,,,,,,
degree of dissociation,वियोजन-मात्रा,,,,,,,,,,,,,
degree of freedom,स्वतंत्रता की कोटि. स्वातंत्र्य कोटि,,,,,,,,,,,,,
degree of ionisation,आयनन की मात्रा,,,,,,,,,,,,,
degree of polarisation,ध्रुवण का परिमाण,,,,,,,,,,,,,
degree of precision,परिशुद्धता की मात्रा,,,,,,,,,,,,,
dehumidification,निरार्द्रीकरण,,,,,,,,,,,,,
deionisation,विआयनन,,,,,,,,,,,,,
Delay,विलम्ब,,,,,,,,,,,,,
Delayed,विलम्बित,,,,,,,,,,,,,
Delocalisation,अस्थानीकरण,,,,,,,,,,,,,
delta function,डेल्टा फलन,,,,,,,,,,,,,
Demagnetisation,विचुम्बकन,,,,,,,,,,,,,
Demagnetise,विचुम्बकित वक्र,,,,,,,,,,,,,
Demagnetiser,विचुम्बकित्र,,,,,,,,,,,,,
demodulation,विमॉडुलन,,,,,,,,,,,,,
dense packing,सघन संकुलन,,,,,,,,,,,,,
Densitometer,सघनतामापी,,,,,,,,,,,,,
Density,"घनत्व ,सघनता",,,,,,,,,,,,,
depletion layer,ह्रासी स्तर,,,,,,,,,,,,,
depletion zone,अवक्षय जोन,,,,,,,,,,,,,
depolarisation,विध्रुवण,,,,,,,,,,,,,
depolarised,विध्रुवित,,,,,,,,,,,,,
depolariser,विध्रुवक,,,,,,,,,,,,,
depth of field,क्षेत्र की गहराई,क्षेत्र की गंभीरता,,,,,,,,,,,,
derivative polarogram,व्युत्पन्न पोलेरोग्राम,व्युत्पन्न ध्रुवण लेख,,,,,,,,,,,,
derived,व्युत्पन्न,,,,,,,,,,,,,
Descending,अवरोही,अवरोहण,,,,,,,,,,,,
descent,अवरोहांक ,अवरोहण,,,,,,,,,,,,
describe,वर्णन करना ,निर्माण करना,खींचना,,,,,,,,,,,
Descriptor,निरूपक,,,,,,,,,,,,,
Design,अभिकल्प,डिजाइन,अभिकल्पना (सं.) अभिकल्पना करना,डिजाइन करना (क्रि.),,,,,,,,,,
Destruction,विनाश,,,,,,,,,,,,,
destructive interference,विनाशी व्यतिकरण,,,,,,,,,,,,,
Destructive,भंजक,विनाशात्मक,,,,,,,,,,,,
Detection,पहचान,संसूचन,,,,,,,,,,,,
Detector,संसंचक,,,,,,,,,,,,,
Determinateness,निर्धार्यता,,,,,,,,,,,,,
determinating,निर्धारक,,,,,,,,,,,,,
determination,निर्धारण,,,,,,,,,,,,,
determine,निर्धारित करना,,,,,,,,,,,,,
determined,निर्धारित,,,,,,,,,,,,,
Deuteron,डयूटरॉन,,,,,,,,,,,,,
develop (=develope),व्यक्त करना,विकसित करना,विकासन,,,,,,,,,,,
developer,विकासक,डेवेलपर,,,,,,,,,,,,
development,परिवर्धन ,विकास,,,,,,,,,,,,
Deviation,विचलन,,,,,,,,,,,,,
Dew,ओस,,,,,,,,,,,,,
dew point,ओसांक,,,,,,,,,,,,,
dextrorotary,दक्षिण ध्रुवण-घूर्णक,,,,,,,,,,,,,
diagnostic test,निदानार्थ परीक्षण,,,,,,,,,,,,,
Diagonal,विकर्ण,,,,,,,,,,,,,
Diagram,आरेख,,,,,,,,,,,,,
Diagrammatic,आरेख,,,,,,,,,,,,,
dial,डायल,,,,,,,,,,,,,
Diamagnetic,प्रतिचुंबकीय,,,,,,,,,,,,,
Diamagnetics,प्रतिचुबकत्व विज्ञान ,प्रतिचुंबकीय पदार्थ,,,,,,,,,,,,
Diamagnetism,प्रतिचुंबकत्व,,,,,,,,,,,,,
Diameter,व्यास,,,,,,,,,,,,,
Diametrically opposite,व्यासतः सम्मुख,,,,,,,,,,,,,
Diamond,हीरक,हीरा,,,,,,,,,,,,
Diaphragm,तनुपट,डायाफ्राम मध्यपट,,,,,,,,,,,,
Diathermanous,ऊष्मा-पार्य,,,,,,,,,,,,,
diathermic,ऊष्मा-पार्य,,,,,,,,,,,,,
diatonic scale,डायाटोनिक स्वरग्राम,द्विटोनी स्वरग्राम,,,,,,,,,,,,
Dichotomy,द्विभाजन ,अर्धक कला,,,,,,,,,,,,
dichromate cell,डाइक्रोमेट सेल,,,,,,,,,,,,,
Dichromatism,द्विवर्णता ,दृष्टि द्विवर्णता ,स्तरीय द्विवर्णता ,द्विरंजकता,,,,,,,,,,
Dictaphone,डिक्टाफोन,,,,,,,,,,,,,
dielectric,परावैद्युत,,,,,,,,,,,,,
dielectrics,परावैद्युतिकी,,,,,,,,,,,,,
diesel cycle,डीजल-चक्र,,,,,,,,,,,,,
difference,अंतर,,,,,,,,,,,,,
difference frequency,अंतर आवृत्ति,व्यवकलन आवृत्ति,,,,,,,,,,,,
Differential,विभेदक,भेददर्शी ,अन्तरात्मक ,अवकल ,अन्तराश्रयी,विभेदी,,,,,,,,
differential absorption,विभेदी अवशोषण,,,,,,,,,,,,,
differential amplifier (=difference amplifier),भेद प्रवर्धक,,,,,,,,,,,,,
differential calorimeter,भेददर्शी ऊष्मामापी,भेददर्शी कैलॉरीमीटर,,,,,,,,,,,,
differential capacitor,विभेदी संधारित्र,,,,,,,,,,,,,
differential cross section,विभेदी परिक्षेत्र,,,,,,,,,,,,,
differential Diffusion,विभेदी विसरण,,,,,,,,,,,,,
differential equation,अवकल समीकरण,,,,,,,,,,,,,
differential extinction coefficient,अवकलन विलोपन गुणांक,,,,,,,,,,,,,
differential ionisation chamber,अंतरमापी आयनन कोष्ठ,,,,,,,,,,,,,
differential isotope method,विभेदी समस्थानिक विधि,,,,,,,,,,,,,
differential velocity,विभेदी वेग,,,,,,,,,,,,,
differentiate,अवकलन करना,,,,,,,,,,,,,
differentiated,अवकलित ,विभेदित,,,,,,,,,,,,
Differentiation,विभेदन,अवकलन,,,,,,,,,,,,
diffraction,विवर्तन,,,,,,,,,,,,,
diffractometer,विवर्तनमापी,,,,,,,,,,,,,
Diffused,विसरित,विसारित,,,,,,,,,,,,
Diffuse,विसरित,,,,,,,,,,,,,
diffusion,विसरण,विसार,,,,,,,,,,,,
diffusivity,विसरणशीलता,,,,,,,,,,,,,
digit,अंक,व्यास का द्वादशांश,अंगुलि,,,,,,,,,,,
digital recording,अंकीय अभिलेखन,,,,,,,,,,,,,
digital voltmeter,अंकक वोल्टतामापी,,,,,,,,,,,,,
di-isotopic element,द्वि-समस्थानिक तत्व,,,,,,,,,,,,,
dilatation,विस्फारण,,,,,,,,,,,,,
dilation strain,विस्फार विकृति,,,,,,,,,,,,,
dilatometer,विस्फारमापी,,,,,,,,,,,,,
Dilator,विस्फरिणी,,,,,,,,,,,,,
Dimension,विस्तार,लंबाई-चौड़आई,विमा ,घात,,,,,,,,,,
Dimensional,विमीय,,,,,,,,,,,,,
Dimensionality,विमीयता,,,,,,,,,,,,,
dimensional unit,विमा-इकाई,,,,,,,,,,,,,
dimensionless,विमाहीन अविम,,,,,,,,,,,,,
diminution,ह्रास,न्यूनीकरण,,,,,,,,,,,,
Dimmer,दीप्तिमंदक,,,,,,,,,,,,,
diode,डायोड,,,,,,,,,,,,,
diopter,डाइऑप्टर,,,,,,,,,,,,,
dioptrical region,अपवर्तन क्षेत्र,,,,,,,,,,,,,
dioptric lens (=drum lens),अपवर्तनी लेन्स,,,,,,,,,,,,,
dip,नमन,नति ,निमज्जन ,गर्त,,,,,,,,,,
dip angle,नति कोण,,,,,,,,,,,,,
Dipole,द्विध्रुव,,,,,,,,,,,,,
dipole layer (=electric double layer),द्विध्रुवी परत,,,,,,,,,,,,,
Dirac delta function,डिरैक डेल्टा फलन,,,,,,,,,,,,,
Direct,सरल,सीधा,ऋजु,प्रत्यक्ष,समक्ष,,,,,,,,,
direct correlation,अनुलोम सहसंबंध,,,,,,,,,,,,,
direct current,दिष्ट धारा,,,,,,,,,,,,,
directed,दिष्ट,,,,,,,,,,,,,
direct impact,सीधा समाघात,सीधी टक्कर,,,,,,,,,,,,
direction,दिशा,दिक्,,,,,,,,,,,,
Directional,दिशात्मक,दिशिक,,,,,,,,,,,,
directional stability,दिक् स्थायित्व,,,,,,,,,,,,,
direction cosine,दिक्कोज्या,दिक-कोसाइन,,,,,,,,,,,,
directive,दैशिक,दिशिक,दिशात्मक,,,,,,,,,,,
directivity,दिशिकता,,,,,,,,,,,,,
direct lattice,सामान्य जालक,,,,,,,,,,,,,
direct line,सीधी लाइन,,,,,,,,,,,,,
directly proportional,अनुक्रमानुपात,,,,,,,,,,,,,
direct method,प्रत्यक्ष विधि,,,,,,,,,,,,,
Director,दिशक,,,,,,,,,,,,,
direct reading instrument,प्रत्यक्ष पाठी यंत्र,,,,,,,,,,,,,
direct vision telescope,समक्ष दूरदर्शक,,,,,,,,,,,,,
Disc,बिंब,मंडलक,डिस्क,चक्रिका,,,,,,,,,,
Discharge, विसर्जन ,आस्राव ,विरंजन,,,,,,,,,,,
discharge in cascade,सोपानी विसर्जन,,,,,,,,,,,,,
discontinuity,असातत्य ,असातत्य ,भंग,,,,,,,,,,,
discontinuous,असंतत,,,,,,,,,,,,,
Discovery,शोध,खोज,,,,,,,,,,,,
Discrepancy,विसंगति,,,,,,,,,,,,,
Discrete,विविक्त,,,,,,,,,,,,,
dish antenna,अवतल ऐन्टेना,डिश ऐन्टेना,,,,,,,,,,,,
disintegration,विघटन ,कणीकरण,,,,,,,,,,,,
disintegration constant,विघटन-स्थिरांक,,,,,,,,,,,,,
disintegration energy,विघटन ऊर्जा,,,,,,,,,,,,,
disintegration half-life,विघटन अर्धायु,,,,,,,,,,,,,
disintegration series,विघटन श्रेणी,,,,,,,,,,,,,
Dislocation,स्थान-भ्रंश,विस्थापन ,प्रभ्रंश ,संधिच्युति,,,,,,,,,,
dislocation line,प्रभ्रंश रेखा,प्रभ्रंश कोर,,,,,,,,,,,,
dislocation loop,प्रभ्रंश पाश,,,,,,,,,,,,,
disorder,अव्यवस्था,अक्रम,विकार,,,,,,,,,,,
disordering,अव्यवस्थापन,,,,,,,,,,,,,
disorientation,अपविन्यास ,स्थितिभ्रान्ति,,,,,,,,,,,,
dispersed,परिक्षेपित,परिक्षिप्त,,,,,,,,,,,,
dispersion,परिक्षेपण ,प्रकीर्णन,,,,,,,,,,,,
Dispersity,परिक्षेप्यता,,,,,,,,,,,,,
Dispersive,परिक्षेपी,,,,,,,,,,,,,
Dispersivity,परिक्षेपकता,,,,,,,,,,,,,
Displacement,विस्थापन,,,,,,,,,,,,,
Display,प्रदर्श,,,,,,,,,,,,,
display unit (=console),कन्सोल,,,,,,,,,,,,,
disruptive force,विदारी बल,,,,,,,,,,,,,
dissimilar,असमरूप,असमान,,,,,,,,,,,,
dissipation coefficient,क्षय गुणांक,,,,,,,,,,,,,
Dissipative,क्षयकारी,,,,,,,,,,,,,
dissipative system,क्षयी तंत्र,,,,,,,,,,,,,
Dissociable,वियोजनी,वियोज्य,,,,,,,,,,,,
Dissociated,वियोजित,,,,,,,,,,,,,
Dissociation,वियोजन,,,,,,,,,,,,,
Dissonance,असंवादिता,,,,,,,,,,,,,
Distance,दूरी,,,,,,,,,,,,,
Distant,दूरस्थ,,,,,,,,,,,,,
Distinct,भिन्न,अलग,सुस्पष्ट,सुव्यक्त,,,,,,,,,,
Distinction,विभेद,,,,,,,,,,,,,
distinctive property,विविक्तकारी गुणधर्म,,,,,,,,,,,,,
Distinguish,विभेदन,भेद करना,,,,,,,,,,,,
Distorted,विकृत,,,,,,,,,,,,,
Distortion,विकृति,विरूपण,,,,,,,,,,,,
